2.3038,0.99009-0.056387i,0.98655-0.064589i,0.9825-0.072318i,0.9729-0.086235i,0.90024-0.1236i,0.80573-0.12142i,0.71339-0.10446i,0.60988-0.080032i,0.57602-0.071536i,0.53182-0.060111i,0.5-0.051447i,0.44254-0.031752i
2.4569,0.98776-0.052432i,0.98341-0.06004i,0.97845-0.067205i,0.96676-0.080093i,0.88044-0.11457i,0.77205-0.1125i,0.66881-0.096879i,0.55515-0.074461i,0.51833-0.066673i,0.4705-0.056197i,0.4362-0.048244i,0.37452-0.030042i
2.6099,0.98515-0.046081i,0.9799-0.05274i,0.97393-0.059003i,0.9599-0.070248i,0.85861-0.1001i,0.73546-0.098093i,0.62104-0.084487i,0.49738-0.065141i,0.45774-0.058447i,0.40648-0.049455i,0.36989-0.042626i,0.30438-0.026878i
2.763,0.98227-0.037243i,0.97604-0.042582i,0.96895-0.047593i,0.95237-0.056557i,0.83486-0.079928i,0.69617-0.077908i,0.57035-0.066973i,0.43692-0.051777i,0.3946-0.046578i,0.34016-0.039627i,0.30148-0.034361i,0.23255-0.022101i
2.916,0.97916-0.025888i,0.97185-0.029534i,0.96355-0.032937i,0.94422-0.038968i,0.80938-0.053952i,0.65446-0.051765i,0.51712-0.044122i,0.37416-0.034143i,0.32932-0.030841i,0.27195-0.0265i,0.23139-0.02325i,0.15944-0.015571i
3.0691,0.97583-0.012054i,0.96738-0.013637i,0.9578-0.015078i,0.93553-0.017532i,0.78242-0.02219i,0.61071-0.019619i,0.46177-0.015827i,0.30958-0.012084i,0.26238-0.011074i,0.20234-0.009908i,0.16009-0.0091314i,0.085518-0.0071659i
3.2221,0.97233+0.0041567i,0.96268+0.0049946i,0.95175+0.0058538i,0.92641+0.007603i,0.75426+0.01519i,0.56536+0.01844i,0.40481+0.017909i,0.24372+0.014479i,0.19432+0.012821i,0.13184+0.010263i,0.088099+0.0081142i,0.011247+0.0032147i
3.3752,0.96871+0.022577i,0.95781+0.026168i,0.9455+0.029646i,0.91698+0.036186i,0.72527+0.057879i,0.51893+0.062183i,0.34684+0.056967i,0.17716+0.045538i,0.12571+0.040867i,0.061006+0.034071i,0.015945+0.02856i,-0.062895+0.015646i
3.5283,0.96502+0.042977i,0.95286+0.049621i,0.93912+0.056006i,0.90739+0.067871i,0.69585+0.10543i,0.47201+0.11124i,0.28851+0.10111i,0.11055+0.081002i,0.05718+0.073014i,-0.0095579+0.061509i,-0.055805+0.052228i,-0.13642+0.030177i
3.6813,0.96133+0.065066i,0.9479+0.075022i,0.93274+0.084562i,0.89777+0.10222i,0.66644+0.15725i,0.42522+0.16512i,0.23053+0.14999i,0.044586+0.12069i,-0.010596+0.10913i,-0.079229+0.092512i,-0.12656+0.079089i,-0.20884+0.046827i
3.8344,0.95769+0.088501i,0.94302+0.10198i,0.92646+0.11488i,0.88831+0.13871i,0.63752+0.21263i,0.37926+0.22318i,0.17365+0.20314i,-0.020007+0.16434i,-0.076924+0.14902i,-0.14736+0.12695i,-0.19573+0.10906i,-0.27965+0.065583i
3.9874,0.95418+0.11289i,0.9383+0.13004i,0.9204+0.14645i,0.87918+0.17675i,0.60957+0.27077i,0.33484+0.2847i,0.11865+0.26i,-0.082482+0.2116i,-0.14109+0.19239i,-0.21329+0.16461i,-0.26268+0.142i,-0.34837+0.086399i
4.1405,0.95086+0.13781i,0.93385+0.15872i,0.91468+0.17873i,0.87055+0.21568i,0.58312+0.33074i,0.29267+0.34882i,0.066328+0.31989i,-0.14208+0.26203i,-0.20236+0.23888i,-0.27635+0.20525i,-0.32682+0.17771i,-0.41451+0.1092i
4.2935,0.94781+0.1628i,0.92975+0.1875i,0.90941+0.21113i,0.86261+0.2548i,0.55867+0.39155i,0.2535+0.4146i,0.017481+0.38207i,-0.19805+0.31512i,-0.26002+0.28807i,-0.33588+0.24853i,-0.38754+0.21593i,-0.47759+0.13387i
4.4466,0.9451+0.18738i,0.92611+0.21582i,0.90471+0.24304i,0.85552+0.29339i,0.5367+0.45218i,0.21802+0.48106i,-0.027116+0.4457i,-0.24964+0.37029i,-0.31337+0.33946i,-0.39124+0.29407i,-0.44425+0.25637i,-0.53717+0.16025i
4.5996,0.94278+0.21108i,0.92299+0.24314i,0.9007+0.27385i,0.84945+0.33071i,0.51769+0.51153i,0.18691+0.54714i,-0.066724+0.50991i,-0.29617+0.42691i,-0.36174+0.39248i,-0.44182+0.34142i,-0.49638+0.29866i,-0.5928+0.18818i
4.7527,0.94092+0.23341i,0.92048+0.26891i,0.89747+0.30293i,0.84456+0.36601i,0.50207+0.56854i,0.16079+0.61175i,-0.10066+0.57376i,-0.33696+0.48426i,-0.40449+0.44654i,-0.48705+0.39009i,-0.54342+0.3424i,-0.64406+0.21742i
4.9057,0.93956+0.25392i,0.91866+0.29259i,0.89511+0.32968i,0.84096+0.39857i,0.49021+0.62213i,0.1402+0.67383i,-0.12831+0.6363i,-0.37144+0.54162i,-0.44107+0.50096i,-0.52639+0.43954i,-0.58487+0.38713i,-0.69059+0.24773i
5.0588,0.93876+0.27216i,0.91756+0.31369i,0.89369+0.35356i,0.83877+0.42773i,0.48242+0.67129i,0.12561+0.73229i,-0.14916+0.69657i,-0.39909+0.59822i,-0.47098+0.55507i,-0.55939+0.48918i,-0.62032+0.43237i,-0.73203+0.27883i
5.2118,0.93853+0.28774i,0.91725+0.33174i,0.89326+0.37403i,0.83808+0.45286i,0.47895+0.71504i,0.11738+0.78612i,-0.16278+0.75361i,-0.41948+0.65326i,-0.4938+0.60814i,-0.58566+0.53841i,-0.64938+0.47758i,-0.76808+0.31041i
5.3649,0.9389+0.30032i,0.91774+0.34635i,0.89387+0.39065i,0.83892+0.47341i,0.47996+0.75253i,0.11576+0.83435i,-0.16888+0.80651i,-0.43229+0.70597i,-0.50922+0.65945i,-0.60488+0.58658i,-0.67177+0.52222i,-0.79847+0.34214i
5.5179,0.93988+0.30959i,0.91903+0.35718i,0.89552+0.40304i,0.84132+0.48892i,0.4855+0.78299i,0.12088+0.87611i,-0.16728+0.85437i,-0.43732+0.75556i,-0.51702+0.70826i,-0.61685+0.63306i,-0.68727+0.56571i,-0.82299+0.37365i
5.671,0.94146+0.31535i,0.92114+0.36397i,0.8982+0.41091i,0.84527+0.49904i,0.49557+0.80578i,0.13272+0.91061i,-0.15796+0.8964i,-0.4345+0.80127i,-0.5171+0.75386i,-0.62143+0.67719i,-0.69573+0.60747i,-0.84148+0.40457i
5.824,0.94362+0.31743i,0.92402+0.36655i,0.90188+0.41404i,0.85072+0.5035i,0.51003+0.82043i,0.15115+0.93721i,-0.14102+0.93186i,-0.42385+0.84237i,-0.5095+0.79554i,-0.61862+0.71832i,-0.69712+0.64691i,-0.85382+0.4345i
5.9771,0.94633+0.31576i,0.92764+0.36483i,0.9065+0.41235i,0.85757+0.50217i,0.52865+0.8266i,0.17588+0.95538i,-0.11674+0.96013i,-0.40557+0.8782i,-0.49434+0.83265i,-0.6085+0.75582i,-0.69148+0.68345i,-0.85998+0.46304i
6.1301,0.94954+0.31035i,0.93192+0.3588i,0.91198+0.40583i,0.86572+0.49505i,0.55113+0.82413i,0.2065+0.96477i,-0.085514+0.98069i,-0.37997+0.90814i,-0.4719+0.86455i,-0.59127+0.78909i,-0.67894+0.71651i,-0.85994+0.48979i
6.2832,0.95318+0.30129i,0.9368+0.34858i,0.91822+0.39459i,0.87501+0.48224i,0.57704+0.81305i,0.24244+0.96518i,-0.047909+0.99314i,-0.3475+0.93165i,-0.44258+0.89069i,-0.56724+0.81757i,-0.65976+0.74556i,-0.85378+0.51432i
